funny,posted,last_edited,item_id,helpful,recommend,review
,"Posted February 1, 2014.",,8870,19 of 21 people (90%) found this review helpful,True,ผลจากการเล่นจบแล้วผลออกมาได้ : ทีแรกก้ไม่ว่าจะเล่นจนจบหรอกนะความประทับใจครั้งแรกที่ทำให้อยากเล่นต่อนั้นก้คือ 1.ภาพที่สวยงาม2.ระบบการเล่น3.ตัวละครที่สร้างออกมาได้สวยงาม4.แสงและสีอันสวยงาม5.เนื้อเรื่อง6.ความมันส์7.ระบบสกิลให้ใช้มากมายภาคนี้ทำให้ผมประทับใจมากทุกการเล่นแต่ล่ะฉาก100/10 ครับเกมนี้
,"Posted February 28, 2014.",,254700,9 of 9 people (100%) found this review helpful,True,จากที่เล่นใน PS2 มานะคือซีรี่ย์เกมนี้เป็นเกมแรกที่ผมแตะเลยคือการเอามารีบู้ดใหม่นะครับเป็นความคิดที่ดีสำหรับคนที่ไม่เคยเล่นเกมนี้บน PS2 ได้มาลองเล่นกันบน PC ดีหมดครับทุกอย่างครับแต่เสียอย่างเดียวรำคาญอีเอชรี่ -*-9.5/10 ครับ ^^
,"Posted January 18, 2014.",,260210,5 of 6 people (83%) found this review helpful,True,แฟน Assassin ไม่ควรพลาดนะครับ สนุกจริงๆ
,Posted March 31.,,391540,1 of 1 people (100%) found this review helpful,True,Just play it you'll love it <3
,"Posted October 16, 2014.",,292120,2 of 3 people (67%) found this review helpful,True,model ตัวละคร ทำได้ออกมาเท่สวยน่ารักมากครับ แต่ที่อยากให้แก้ที่ภาพ 720p นี่ก็ไม่ไหวนะจอผมใหญ่ภาพเลยแตกเป็นminecraft เลยอืมกินดิๆๆอยากให้แก้แบบปรับเองได้มากกว่านะแต่ก็นะ portมาห่วยแตกพูดเลยอ่ะแต่ก็ยังดีที่มีทางแก้อยู่นะ
,Posted February 5.,,349040,No ratings yet,True,เฉยๆนะภาคนี้ไม่ตื่นเต้นเท่า revolution แต่ก็สนุกอยู่พอสมควรสำหรับคนงบน้อยที่เก็บจะซื้อภาคนี้อยู่ก็อย่าพื่งรีบจนเกินไปทางเราประสบปัญหากับการพอทอันแสนงี่เง่าของภาคนี้อยู่ สำหรับคนที่ซื้อมาแล้วเข้าเกมเป็นภาษาญี่ปุ่นเอ่ยจีนเอ่ยตอนนี้เปลี่ยนที่อยู่คอมเป็น US ก่อนนะครับ
,Posted January 31.,,391220,No ratings yet,True,Rise of the tomb raider will must be game of the year!!! 2016 PC Amazing game ever ever and ever!!!999999999999999/10I love tomb raider i love la ra croft awesome game! Just play you'll love this game
,"Posted September 7, 2015.",,319630,No ratings yet,True,This Game is hella cool! 
,"Posted July 23, 2015.",,346110,No ratings yet,True,เกมกินสเปคที่ยอดเยี่ยมที่สุดแห่งปี 2015 /ลงชื่อ/Stompyขอบคุณครับ
,"Posted August 31, 2014.",,207610,No ratings yet,True,เป็นเกมที่เราต้องตัดสิ้นใจเองว่าจะเลือกอะไรแล้วผลจะออกมาเป็นยังไง ดีมากครับเกมนี้เนื้อเรื่องดีเป็นเกมแรกที่ผม อินสุดๆและอารมผมไปตามตัวละครในเกมหมดเป็นเกมที่ทำให้ผมร้องไห้เสียใจสงสารชอบสุดๆเลยครับผมเกมนี้ พาอารมเราได้เยอะมากจริงๆ ป.ล. ถ้าพิมเองได้นี่คงจะดีมากไม่ใช่น้อยฮ่าๆ100/100 the best game of the world i love it forever
