funny,posted,last_edited,item_id,helpful,recommend,review
,Posted August 14.,,381120,4 of 6 people (67%) found this review helpful,True,"Great game, despite bugs and eventual loss of something to do, still worth the money"
,"Posted April 7, 2014.",,212680,1 of 1 people (100%) found this review helpful,True,"This is an amazing game, with the new expansion there is a ton of stuff to do, permadeath can be annoying but in this game it is not so bad, sure you lose all your stuff, but sometimes when you die you unlock better more powerful ships with different advantages and disadvantages, I recommend this game for all fans of spaceships and awesomeness"
,"Posted March 23, 2014.",,264140,1 of 1 people (100%) found this review helpful,True,"This game is awesome, it is about both adventuring the lands while fighting enemies, and building the perfect boat in which to rule the pixel seas, I rate it about 9.5 out of 10 due to the difficulty, lack of achievements and also lack of steam trading cards, however, as it is only in alpha stage at the moment, these are minor things that could be fixed soon."
,"Posted July 2, 2013.",,440,1 of 1 people (100%) found this review helpful,True,This is an awesome game
,"Posted May 7, 2014.",,210770,1 of 2 people (50%) found this review helpful,True,"This is a great game, the combination of tower defence and first person shooter is brilliant, I recommend this game to all.If there is anything I had to say was bad about it it is the lack of upgrades to your weapons, bacause as the enemies get stronger, your weapons stay the same, you do get more weapons when you level up, but your primary weapon just doesn't do very well, also as the levels get harder, you can't put more towers down, but that is just part of the fun i rate it 9.5/10"
,"Posted July 23, 2014.",,252490,1 of 3 people (33%) found this review helpful,True,"This is a great game, if you haven't played this game you haven't lived"
1 person found this review funny,"Posted May 17, 2015.",,298160,0 of 1 people (0%) found this review helpful,True,"This is an amazing game, if you've ever played Runescape, this is like what Runescape would have been if it remained free and didn't have insane amounts of content members only.In Eldevin you can choose from 6 main character upgrade trees, but you can freely choose which tree to spend your talent points in. The map is enormous, and while you don't often meet other players (unless you are following someone, or you go to one of the popular spots), the vast quest system and varied enemies mean you don't need to find/play with anyone else"
,Posted August 19.,,275850,3 of 8 people (38%) found this review helpful,True,"Despite the bad initial launch, and eventual repetition, this game is a lot of fun. With the upcoming free updates, this game has the potential to be an amazing space exploration game."
,"Posted January 2, 2015.",,247950,4 of 22 people (18%) found this review helpful,True,"while this game is nothing like the first 2 games, it's still a decent game, I got it for $18 and it was worth it, but I wouldn't pay $50 for this game, it is pretty fun though"
,"Posted October 9, 2013.","Last edited May 11, 2014.",105600,No ratings yet,True,This is an  awesome gameeveryone should get it not just for the epic world but also for the complex gaming experience that is granted by playing this game
